대분류,중분류,소분류,업종코드,업종명
A,3,32,3213,수산물 부화 및 수산 종자 생산업
A,3,32,322,어업 관련 서비스업
A,3,32,3220,어업 관련 서비스업
A,1,11,11,작물 재배업
A,1,11,111,곡물 및 기타 식량작물 재배업
A,1,11,1110,곡물 및 기타 식량작물 재배업
A,1,11,112,채소_화훼작물 및 종묘 재배업
A,1,11,1121,채소작물 재배업
A,1,11,1122,화훼작물 재배업
A,1,11,1123,종자 및 묘목 생산업
A,1,11,113,과실_음료용 및 향신용 작물 재배업
A,1,11,1131,과실작물 재배업
A,1,11,1132,음료용 및 향신용 작물 재배업
A,1,11,114,기타 작물 재배업
A,1,11,1140,기타 작물 재배업
A,1,11,115,시설작물 재배업
A,1,11,1151,콩나물 재배업
A,1,11,1152,채소_화훼 및 과실작물 시설 재배업
A,1,11,1159,기타 시설작물 재배업
A,1,12,12,축산업
A,1,12,121,소 사육업
A,1,12,1211,젖소 사육업
A,1,12,1212,육우 사육업
A,1,12,122,양돈업
A,1,12,1220,양돈업
A,1,12,123,가금류 및 조류 사육업
A,1,12,1231,양계업
A,1,12,1239,기타 가금류 및 조류 사육업
A,1,12,129,기타 축산업
A,1,12,1291,말 및 양 사육업
A,1,12,1299,그 외 기타 축산업
A,1,13,13,작물재배 및 축산 복합농업
A,1,13,130,작물재배 및 축산 복합농업
A,1,13,1300,작물재배 및 축산 복합농업
A,1,14,14,작물재배 및 축산 관련 서비스업
A,1,14,141,작물재배 관련 서비스업
A,1,14,1411,작물재배 지원 서비스업
A,1,14,1412,농산물 건조_선별 및 기타 수확 후 서비스업
A,1,14,142,축산 관련 서비스업
A,1,14,1420,축산 관련 서비스업
A,1,15,15,수렵 및 관련 서비스업
A,1,15,150,수렵 및 관련 서비스업
A,1,15,1500,수렵 및 관련 서비스업
A,2,20,20,임업
A,2,20,201,영림업
A,2,20,2011,임업용 종묘 생산업
A,2,20,2012,육림업
A,2,20,202,벌목업
A,2,20,2020,벌목업
A,2,20,203,임산물 채취업
A,2,20,2030,임산물 채취업
A,2,20,204,임업 관련 서비스업
A,2,20,2040,임업 관련 서비스업
A,3,31,31,어로 어업
A,3,31,311,해수면 어업
A,3,31,3111,원양 어업
A,3,31,3112,연근해 어업
A,3,31,312,내수면 어업
A,3,31,3120,내수면 어업
A,3,32,32,양식어업 및 어업관련 서비스업
A,3,32,321,양식 어업
A,3,32,3211,해수면 양식 어업
A,3,32,3212,내수면 양식 어업
B,5,51,51,석탄 광업
B,5,51,510,석탄 광업
B,5,51,5100,석탄 광업
B,5,52,52,원유 및 천연가스 채굴업
B,5,52,520,원유 및 천연가스 채굴업
B,5,52,5200,원유 및 천연가스 채굴업
B,6,61,61,철 광업
B,6,61,610,철 광업
B,6,61,6100,철 광업
B,6,62,62,비철금속 광업
B,6,62,620,비철금속 광업
B,6,62,6200,비철금속 광업
B,7,71,71,토사석 광업
B,7,71,711,석회석 및 점토 광업
B,7,71,7110,석회석 및 점토 광업
B,7,71,712,석재_쇄석 및 모래_자갈 채취업
B,7,71,7121,건설용 석재 채굴 및 쇄석 생산업
B,7,71,7122,모래 및 자갈 채취업
B,7,72,72,기타 비금속광물 광업
B,7,72,721,화학용 및 비료 원료용 광물 광업
B,7,72,7210,화학용 및 비료 원료용 광물 광업
B,7,72,722,천일염 생산 및 암염 채취업
B,7,72,7220,천일염 생산 및 암염 채취업
B,7,72,729,그 외 기타 비금속광물 광업
B,7,72,7290,그 외 기타 비금속광물 광업
B,8,80,80,광업 지원 서비스업
B,8,80,800,광업 지원 서비스업
B,8,80,8000,광업 지원 서비스업
C,23,233,23311,시멘트 제조업
C,23,233,23312,석회 및 플라스터 제조업
C,23,233,2332,콘크리트_레미콘 및 기타 시멘트_플라스터 제품 제조업
C,21,213,2130,의료용품 및 기타 의약 관련제품 제조업
C,21,213,21300,의료용품 및 기타 의약 관련제품 제조업
C,22,221,221,고무제품 제조업
C,22,221,2211,고무 타이어 및 튜브 생산업
C,22,221,22111,타이어 및 튜브 제조업
C,22,221,22112,타이어 재생업
C,22,221,2219,기타 고무제품 제조업
C,22,221,22191,고무 패킹류 제조업
C,22,221,22192,산업용 그 외 비경화 고무제품 제조업
C,22,221,22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업
C,22,221,22199,그 외 기타 고무제품 제조업
C,22,222,222,플라스틱 제품 제조업
C,22,222,2221,1차 플라스틱제품 제조업
C,22,222,22211,플라스틱 선_봉_관 및 호스 제조업
C,22,222,22212,플라스틱 필름 제조업
C,22,222,22213,플라스틱 시트 및 판 제조업
C,22,222,22214,플라스틱 합성피혁 제조업
C,22,222,2222,건축용 플라스틱제품 제조업
C,22,222,22221,벽 및 바닥 피복용 플라스틱 제품 제조업
C,22,222,22222,설치용 및 위생용 플라스틱제품 제조업
C,22,222,22223,플라스틱 창호 제조업
C,22,222,22229,기타 건축용 플라스틱 조립제품 제조업
C,22,222,2223,포장용 플라스틱제품 제조업
C,22,222,22231,플라스틱 포대_봉투 및 유사제품 제조업
C,22,222,22232,포장용 플라스틱 성형용기 제조업
C,22,222,2224,기계장비 조립용 플라스틱제품 제조업
C,22,222,22241,운송장비 조립용 플라스틱제품 제조업
C,22,222,22249,기타 기계_장비 조립용 플라스틱제품 제조업
C,22,222,2225,플라스틱 발포 성형제품 제조업
C,22,222,22251,폴리스티렌 발포 성형제품 제조업
C,22,222,22259,기타 플라스틱 발포 성형제품 제조업
C,22,222,2229,기타 플라스틱 제품 제조업
C,22,222,22291,플라스틱 접착처리 제품 제조업
C,22,222,22292,플라스틱 적층_도포 및 기타 표면처리 제품 제조업
C,22,222,22299,그 외 기타 플라스틱 제품 제조업
C,23,231,231,유리 및 유리제품 제조업
C,23,231,2311,판유리 및 판유리 가공품 제조업
C,23,231,23111,판유리 제조업
C,23,231,23112,안전유리 제조업
C,23,231,23119,기타 판유리 가공품 제조업
C,23,231,2312,산업용 유리 제조업
C,23,231,23121,1차 유리제품_유리섬유 및 광학용 유리 제조업
C,23,231,23122,디스플레이 장치용 유리 제조업
C,23,231,23129,기타 산업용 유리제품 제조업
C,23,231,2319,기타 유리제품 제조업
C,23,231,23191,가정용 유리제품 제조업
C,23,231,23192,포장용 유리용기 제조업
C,23,231,23199,그 외 기타 유리제품 제조업
C,23,232,232,내화_비내화 요업제품 제조업
C,23,232,2321,내화 요업제품 제조업
C,23,232,23211,정형 내화 요업제품 제조업
C,23,232,23212,부정형 내화 요업제품 제조업
C,23,232,2322,비내화 일반 도자기 제조업
C,23,232,23221,가정용 및 장식용 도자기 제조업
C,23,232,23222,위생용 및 산업용 도자기 제조업
C,23,232,23229,기타 일반 도자기 제조업
C,23,232,2323,건축용 비내화 요업제품 제조업
C,23,232,23231,점토 벽돌_블록 및 유사 비내화 요업제품 제조업
C,23,232,23232,타일 및 유사 비내화 요업제품 제조업
C,23,232,23239,기타 건축용 비내화 요업제품 제조업
C,23,233,233,시멘트_석회_플라스터 및 그 제품 제조업
C,23,233,2331,시멘트_석회 및 플라스터 제조업
C,19,192,1921,원유 정제처리업
C,19,192,19210,원유 정제처리업
C,19,192,1922,석유 정제물 재처리업
C,19,192,19221,윤활유 및 그리스 제조업
C,19,192,19229,기타 석유 정제물 재처리업
C,20,201,201,기초 화학물질 제조업
C,20,201,2011,기초 유기화학 물질 제조업
C,20,201,20111,석유화학계 기초 화학 물질 제조업
C,20,201,20112,천연수지 및 나무 화학 물질 제조업
C,20,201,20119,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업
C,20,201,2012,기초 무기화학 물질 제조업
C,20,201,20121,산업용 가스 제조업
C,20,201,20129,기타 기초 무기화학 물질 제조업
C,20,201,2013,무기 안료_염료_유연제 및 기타 착색제 제조업
C,20,201,20131,무기 안료용 금속 산화물 및 관련 제품 제조업
C,20,201,20132,염료_조제 무기 안료_유연제 및 기타 착색제 제조업
C,20,202,202,합성고무 및 플라스틱 물질 제조업
C,20,202,2020,합성고무 및 플라스틱 물질 제조업
C,20,202,20201,합성고무 제조업
C,20,202,20202,합성수지 및 기타 플라스틱 물질 제조업
C,20,202,20203,혼성 및 재생 플라스틱 소재 물질 제조업
C,20,203,203,비료_농약 및 살균_살충제 제조업
C,20,203,2031,비료 및 질소 화합물 제조업
C,20,203,20311,질소 화합물_질소_인산 및 칼리질 화학비료 제조업
C,20,203,20312,복합비료 및 기타 화학비료 제조업
C,20,203,20313,유기질 비료 및 상토 제조업
C,20,203,2032,살균_살충제 및 농약 제조업
C,20,203,20321,화학 살균_살충제 및 농업용 약제 제조업
C,20,203,20322,생물 살균_살충제 및 식물보호제 제조업
C,20,204,204,기타 화학제품 제조업
C,20,204,2041,잉크_페인트_코팅제 및 유사제품 제조업
C,20,204,20411,일반용 도료 및 관련제품 제조업
C,20,204,20412,요업용 도포제 및 관련제품 제조업
C,20,204,20413,인쇄 잉크 및 회화용 물감 제조업
C,20,204,2042,세제_화장품 및 광택제 제조업
C,20,204,20421,계면활성제 제조업
C,20,204,20422,치약_비누 및 기타 세제 제조업
C,20,204,20423,화장품 제조업
C,20,204,20424,표면 광택제 및 실내 가향제 제조업
C,20,204,2049,그 외 기타 화학제품 제조업
C,20,204,20491,감광 재료 및 관련 화학제품 제조업
C,20,204,20492,가공 및 정제염 제조업
C,20,204,20493,접착제 및 젤라틴 제조업
C,20,204,20494,화약 및 불꽃제품 제조업
C,20,204,20495,바이오 연료 및 혼합물 제조업
C,20,204,20499,그 외 기타 분류 안된 화학제품 제조업
C,20,205,205,화학섬유 제조업
C,20,205,2050,화학섬유 제조업
C,20,205,20501,합성섬유 제조업
C,20,205,20502,재생 섬유 제조업
C,21,211,211,기초 의약 물질 및 생물학적 제제 제조업
C,21,211,2110,기초 의약 물질 및 생물학적 제제 제조업
C,21,211,21101,의약용 화합물 및 항생물질 제조업
C,21,211,21102,생물학적 제제 제조업
C,21,212,212,의약품 제조업
C,21,212,2121,완제 의약품 제조업
C,21,212,21210,완제 의약품 제조업
C,21,212,2122,한의약품 제조업
C,21,212,21220,한의약품 제조업
C,21,212,2123,동물용 의약품 제조업
C,21,212,21230,동물용 의약품 제조업
C,21,213,213,의료용품 및 기타 의약 관련제품 제조업
C,16,161,16103,목재 보존_방부처리_도장 및 유사 처리업
C,16,162,162,나무제품 제조업
C,16,162,1621,박판_합판 및 강화 목제품 제조업
C,16,162,16211,박판_합판 및 유사 적층판 제조업
C,16,162,16212,강화 및 재생 목재 제조업
C,16,162,1622,건축용 나무제품 제조업
C,16,162,16221,목재 문 및 관련제품 제조업
C,16,162,16229,기타 건축용 나무제품 제조업
C,16,162,1623,목재 상자_드럼 및 적재판 제조업
C,16,162,16231,목재 깔판류 및 기타 적재판 제조업
C,16,162,16232,목재 포장용 상자_드럼 및 유사 용기 제조업
C,16,162,1629,기타 나무제품 제조업
C,16,162,16291,목재 도구 및 주방용 나무제품 제조업
C,16,162,16292,장식용 목제품 제조업
C,16,162,16299,그 외 기타 나무제품 제조업
C,16,163,163,코르크 및 조물 제품 제조업
C,16,163,1630,코르크 및 조물 제품 제조업
C,16,163,16300,코르크 및 조물 제품 제조업
C,17,171,171,펄프_종이 및 판지 제조업
C,17,171,1711,펄프 제조업
C,17,171,17110,펄프 제조업
C,17,171,1712,종이 및 판지 제조업
C,17,171,17121,신문용지 제조업
C,17,171,17122,인쇄용 및 필기용 원지 제조업
C,17,171,17123,크라프트지 및 상자용 판지 제조업
C,17,171,17124,적층_합성 및 특수 표면처리 종이 제조업
C,17,171,17125,위생용 원지 제조업
C,17,171,17129,기타 종이 및 판지 제조업
C,17,172,172,골판지_종이 상자 및 종이 용기 제조업
C,17,172,1721,골판지 및 골판지 가공제품 제조업
C,17,172,17211,골판지 제조업
C,17,172,17212,골판지 상자 및 가공제품 제조업
C,17,172,1722,종이 포대_판지 상자 및 종이 용기 제조업
C,17,172,17221,종이 포대 및 가방 제조업
C,17,172,17222,판지 상자 및 용기 제조업
C,17,172,17223,식품 위생용 종이 상자 및 용기 제조업
C,17,172,17229,기타 종이 상자 및 용기 제조업
C,17,179,179,기타 종이 및 판지 제품 제조업
C,17,179,1790,기타 종이 및 판지 제품 제조업
C,17,179,17901,문구용 종이제품 제조업
C,17,179,17902,위생용 종이제품 제조업
C,17,179,17903,벽지 및 장판지 제조업
C,17,179,17909,그 외 기타 종이 및 판지 제품 제조업
C,18,181,181,인쇄 및 인쇄관련 산업
C,18,181,1811,인쇄업
C,18,181,18111,경 인쇄업
C,18,181,18112,스크린 인쇄업
C,18,181,18113,오프셋 인쇄업
C,18,181,18119,기타 인쇄업
C,18,181,1812,인쇄관련 산업
C,18,181,18121,제판 및 조판업
C,18,181,18122,제책업
C,18,181,18129,기타 인쇄관련 산업
C,18,182,182,기록매체 복제업
C,18,182,1820,기록매체 복제업
C,18,182,18200,기록매체 복제업
C,19,191,191,코크스 및 연탄 제조업
C,19,191,1910,코크스 및 연탄 제조업
C,19,191,19101,코크스 및 관련제품 제조업
C,19,191,19102,연탄 및 기타 석탄 가공품 제조업
C,19,192,192,석유 정제품 제조업
C,13,134,13401,솜 및 실 염색 가공업
C,13,134,13402,직물_편조 원단 및 의복류 염색 가공업
C,13,134,13403,날염 가공업
C,13,134,13409,섬유제품 기타 정리 및 마무리 가공업
C,13,139,139,기타 섬유제품 제조업
C,13,139,1391,카펫_마루덮개 및 유사 제품 제조업
C,13,139,13910,카펫_마루덮개 및 유사 제품 제조업
C,13,139,1392,끈_로프_망 및 끈 가공품 제조업
C,13,139,13921,끈 및 로프 제조업
C,13,139,13922,어망 및 기타 끈 가공품 제조업
C,13,139,1399,그 외 기타 섬유제품 제조업
C,13,139,13991,세폭직물 제조업
C,13,139,13992,부직포 및 펠트 제조업
C,13,139,13993,특수사 및 코드직물 제조업
C,13,139,13994,표면처리 및 적층 직물 제조업
C,13,139,13999,그 외 기타 분류 안된 섬유제품 제조업
C,14,141,141,봉제의복 제조업
C,14,141,1411,겉옷 제조업
C,14,141,14111,남자용 겉옷 제조업
C,14,141,14112,여자용 겉옷 제조업
C,14,141,1412,속옷 및 잠옷 제조업
C,14,141,14120,속옷 및 잠옷 제조업
C,14,141,1413,한복 제조업
C,14,141,14130,한복 제조업
C,14,141,1419,기타 봉제의복 제조업
C,14,141,14191,셔츠 및 블라우스 제조업
C,14,141,14192,근무복_작업복 및 유사 의복 제조업
C,14,141,14193,가죽의복 제조업
C,14,141,14194,유아용 의복 제조업
C,14,141,14199,그 외 기타 봉제의복 제조업
C,14,142,142,모피제품 제조업
C,14,142,1420,모피제품 제조업
C,14,142,14200,모피제품 제조업
C,14,143,143,편조의복 제조업
C,14,143,1430,편조의복 제조업
C,14,143,14300,편조의복 제조업
C,14,144,144,의복 액세서리 제조업
C,14,144,1441,편조 의복 액세서리 제조업
C,14,144,14411,스타킹 및 기타양말 제조업
C,14,144,14419,기타 편조 의복 액세서리 제조업
C,14,144,1449,기타 의복 액세서리 제조업
C,14,144,14491,모자 제조업
C,14,144,14499,그 외 기타 의복 액세서리 제조업
C,15,151,151,가죽_가방 및 유사 제품 제조업
C,15,151,1511,모피 및 가죽 제조업
C,15,151,15110,모피 및 가죽 제조업
C,15,151,1512,핸드백_가방 및 기타 보호용 케이스 제조업
C,15,151,15121,핸드백 및 지갑 제조업
C,15,151,15129,가방 및 기타 보호용 케이스 제조업
C,15,151,1519,기타 가죽제품 제조업
C,15,151,15190,기타 가죽제품 제조업
C,15,152,152,신발 및 신발 부분품 제조업
C,15,152,1521,신발 제조업
C,15,152,15211,구두류 제조업
C,15,152,15219,기타 신발 제조업
C,15,152,1522,신발 부분품 제조업
C,15,152,15220,신발 부분품 제조업
C,16,161,161,제재 및 목재 가공업
C,16,161,1610,제재 및 목재 가공업
C,16,161,16101,일반 제재업
C,16,161,16102,표면 가공목재 및 특정 목적용 제재목 제조업
C,10,107,10742,천연 및 혼합 조제 조미료 제조업
C,10,107,10743,장류 제조업
C,10,107,10749,기타 식품 첨가물 제조업
C,10,107,1075,도시락 및 식사용 조리식품 제조업
C,10,107,10751,도시락류 제조업
C,10,107,10759,기타 식사용 가공처리 조리식품 제조업
C,10,107,1079,기타 식료품 제조업
C,10,107,10791,커피 가공업
C,10,107,10792,차류 가공업
C,10,107,10793,수프 및 균질화식품 제조업
C,10,107,10794,두부 및 유사 식품 제조업
C,10,107,10795,인삼식품 제조업
C,10,107,10796,건강 보조용 액화식품 제조업
C,10,107,10797,건강 기능식품 제조업
C,10,107,10799,그 외 기타 식료품 제조업
C,10,108,108,동물용 사료 및 조제식품 제조업
C,10,108,1080,동물용 사료 및 조제식품 제조업
C,10,108,10801,배합 사료 제조업
C,10,108,10802,단미사료 및 기타 사료 제조업
C,11,111,111,알코올 음료 제조업
C,11,111,1111,발효주 제조업
C,11,111,11111,탁주 및 약주 제조업
C,11,111,11112,맥아 및 맥주 제조업
C,11,111,11119,기타 발효주 제조업
C,11,111,1112,증류주 및 합성주 제조업
C,11,111,11121,주정 제조업
C,11,111,11122,소주 제조업
C,11,111,11129,기타 증류주 및 합성주 제조업
C,11,112,112,비알코올 음료 및 얼음 제조업
C,11,112,1120,비알코올 음료 및 얼음 제조업
C,11,112,11201,얼음 제조업
C,11,112,11202,생수 생산업
C,11,112,11209,기타 비알코올 음료 제조업
C,12,120,120,담배 제조업
C,12,120,1200,담배 제조업
C,12,120,12000,담배제품 제조업
C,13,131,131,방적 및 가공사 제조업
C,13,131,1310,방적 및 가공사 제조업
C,13,131,13101,면 방적업
C,13,131,13102,모 방적업
C,13,131,13103,화학섬유 방적업
C,13,131,13104,연사 및 가공사 제조업
C,13,131,13109,기타 방적업
C,13,132,132,직물 직조 및 직물제품 제조업
C,13,132,1321,직물 직조업
C,13,132,13211,면직물 직조업
C,13,132,13212,모직물 직조업
C,13,132,13213,화학섬유직물 직조업
C,13,132,13219,특수직물 및 기타 직물 직조업
C,13,132,1322,직물제품 제조업
C,13,132,13221,침구 및 관련제품 제조업
C,13,132,13222,자수제품 및 자수용 재료 제조업
C,13,132,13223,커튼 및 유사 제품 제조업
C,13,132,13224,천막_텐트 및 유사 제품 제조업
C,13,132,13225,직물포대 제조업
C,13,132,13229,기타 직물제품 제조업
C,13,133,133,편조 원단 제조업
C,13,133,1330,편조 원단 제조업
C,13,133,13300,편조 원단 제조업
C,13,134,134,섬유제품 염색_정리 및 마무리 가공업
C,13,134,1340,섬유제품 염색_정리 및 마무리 가공업
C,25,259,25924,절삭 가공 및 유사 처리업
C,25,259,25929,그 외 기타 금속 가공업
C,25,259,2593,날붙이_수공구 및 일반 철물 제조업
C,25,259,25931,날붙이 제조업
C,25,259,25932,일반 철물 제조업
C,25,259,25933,비동력식 수공구 제조업
C,25,259,25934,톱 및 호환성 공구 제조업
C,25,259,2594,금속 파스너_스프링 및 금속선 가공제품 제조업
C,25,259,25941,볼트 및 너트류 제조업
C,25,259,25942,그 외 금속 파스너 및 나사제품 제조업
C,25,259,25943,금속 스프링 제조업
C,25,259,25944,금속선 가공제품 제조업
C,25,259,2599,그 외 기타 금속 가공제품 제조업
C,10,101,101,도축_육류 가공 및 저장 처리업
C,10,101,1011,도축업
C,10,101,10111,육류 도축업(가금류 제외)
C,10,101,10112,가금류 도축업
C,10,101,1012,육류 가공 및 저장 처리업
C,10,101,10121,가금류 가공 및 저장 처리업
C,10,101,10122,육류 포장육 및 냉동육 가공업(가금류 제외)
C,10,101,10129,육류 기타 가공 및 저장 처리업(가금류 제외)
C,10,102,102,수산물 가공 및 저장 처리업
C,10,102,1021,수산동물 가공 및 저장 처리업
C,10,102,10211,수산동물 훈제_조리 및 유사 조제식품 제조업
C,10,102,10212,수산동물 건조 및 염장품 제조업
C,10,102,10213,수산동물 냉동품 제조업
C,10,102,10219,기타 수산동물 가공 및 저장 처리업
C,10,102,1022,수산식물 가공 및 저장 처리업
C,10,102,10220,수산식물 가공 및 저장 처리업
C,10,103,103,과실_채소 가공 및 저장 처리업
C,10,103,1030,과실_채소 가공 및 저장 처리업
C,10,103,10301,김치류 제조업
C,10,103,10302,과실 및 그 외 채소 절임식품 제조업
C,10,103,10309,기타 과실_채소 가공 및 저장 처리업
C,10,104,104,동물성 및 식물성 유지 제조업
C,10,104,1040,동물성 및 식물성 유지 제조업
C,10,104,10401,동물성 유지 제조업
C,10,104,10402,식물성 유지 제조업
C,10,104,10403,식용 정제유 및 가공유 제조업
C,10,105,105,낙농제품 및 식용 빙과류 제조업
C,10,105,1050,낙농제품 및 식용 빙과류 제조업
C,10,105,10501,액상 시유 및 기타 낙농제품 제조업
C,10,105,10502,아이스크림 및 기타 식용 빙과류 제조업
C,10,106,106,곡물 가공품_전분 및 전분제품 제조업
C,10,106,1061,곡물 가공품 제조업
C,10,106,10611,곡물 도정업
C,10,106,10612,곡물 제분업
C,10,106,10613,곡물 혼합 분말 및 반죽 제조업
C,10,106,10619,기타 곡물 가공품 제조업
C,10,106,1062,전분제품 및 당류 제조업
C,10,106,10620,전분제품 및 당류 제조업
C,10,107,107,기타 식품 제조업
C,10,107,1071,떡_빵 및 과자류 제조업
C,10,107,10711,떡류 제조업
C,10,107,10712,빵류 제조업
C,10,107,10713,과자류 및 코코아 제품 제조업
C,10,107,1072,설탕 제조업
C,10,107,10720,설탕 제조업
C,10,107,1073,면류_마카로니 및 유사 식품 제조업
C,10,107,10730,면류_마카로니 및 유사 식품 제조업
C,10,107,1074,조미료 및 식품 첨가물 제조업
C,10,107,10741,식초_발효 및 화학 조미료 제조업
C,24,241,241,1차 철강 제조업
C,24,241,2411,제철_제강 및 합금철 제조업
C,24,241,24111,제철업
C,24,241,24112,제강업
C,24,241,24113,합금철 제조업
C,24,241,24119,기타 제철 및 제강업
C,24,241,2412,철강 압연_압출 및 연신제품 제조업
C,24,241,24121,열간 압연 및 압출제품 제조업
C,24,241,24122,냉간 압연 및 압출 제품 제조업
C,24,241,24123,철강선 제조업
C,24,241,2413,철강관 제조업
C,24,241,24131,주철관 제조업
C,24,241,24132,강관 제조업
C,24,241,24133,강관 가공품 및 관 연결구류 제조업
C,24,241,2419,기타 1차 철강 제조업
C,24,241,24191,도금_착색 및 기타 표면 처리 강재 제조업
C,24,241,24199,그 외 기타 1차 철강 제조업
C,24,242,242,1차 비철금속 제조업
